anime_id,Name,Score,Genres,Episodes
402,Otogi Juushi Akazukin OVA,6.3,"Adventure, Comedy, Fantasy",1
403,Hanaukyou Maid-tai,6.58,"Comedy, Romance, Ecchi",12
404,Bastard!! Ankoku no Hakaishin,6.68,"Action, Adventure, Comedy, Fantasy, Ecchi",6
405,Blood: The Last Vampire,6.88,"Award Winning, Horror, Supernatural",1
406,Buzzer Beater,6.51,"Sci-Fi, Sports",13
407,Tantei Gakuen Q,7.73,"Comedy, Drama, Mystery",45
408,Final Fantasy VII: Last Order,7.3,"Action, Adventure, Drama, Fantasy, Sci-Fi",1
411,Gun x Sword,7.26,"Action, Adventure, Drama, Sci-Fi",26
412,Kore ga Watashi no Goshujinsama,6.52,"Comedy, Slice of Life, Ecchi",12
413,Hametsu no Mars,2.22,"Horror, Sci-Fi",1
415,Tonari no Yamada-kun,7.12,"Award Winning, Comedy, Slice of Life",1
416,Kurenai no Buta,7.95,"Action, Adventure, Award Winning, Comedy, Drama, Romance",1
417,Ragnarök The Animation,6.45,"Action, Fantasy",26
418,Ranma ½: Chuugoku Nekonron Daikessen! Okite Yaburi no Gekitou-hen!!,7.23,"Adventure, Comedy",1
419,Samurai Deeper Kyou,6.9,"Adventure, Comedy, Supernatural",26
420,Spriggan,6.67,"Adventure, Sci-Fi",1
421,Stratos 4,6.74,"Comedy, Sci-Fi",13
422,Stratos 4 OVA,6.66,"Comedy, Sci-Fi",2
423,Stratos 4 Advance,6.78,"Comedy, Sci-Fi",6
424,Dirty Pair,7.2,"Adventure, Comedy, Sci-Fi",24
425,Shiritsu Araiso Koutougakkou Seitokai Shikkoubu,6.36,"Boys Love, Comedy, Sports",2
426,Final Fantasy,6.11,"Action, Adventure, Comedy, Fantasy",4
427,Kaleido Star,7.91,"Comedy, Drama, Fantasy",51
428,Kaleido Star: Aratanaru Tsubasa - Extra Stage,7.47,"Adventure, Comedy, Drama",1
429,Kaleido Star: Legend of Phoenix - Layla Hamilton Monogatari,7.84,"Comedy, Drama",1
430,Fullmetal Alchemist: The Conqueror of Shamballa,7.52,"Award Winning, Comedy, Drama, Fantasy",1
431,Howl no Ugoku Shiro,8.66,"Adventure, Award Winning, Drama, Fantasy, Romance",1
432,Iria: Zeiram The Animation,7.07,"Action, Adventure, Sci-Fi",6
433,"Kumo no Mukou, Yakusoku no Basho",7.45,"Award Winning, Drama, Romance, Sci-Fi",1
434,Legend of Lemnear: Kyokuguro no Tsubasa Valkisas,5.51,"Action, Adventure, Fantasy",1
435,Magic Knight Rayearth,7.47,"Adventure, Comedy, Drama, Fantasy",20
437,Perfect Blue,8.54,"Avant Garde, Drama, Horror",1
438,Phantom The Animation,6.46,"Action, Drama",3
439,RG Veda,6.07,"Adventure, Drama, Fantasy",2
440,Shoujo Kakumei Utena,8.2,"Award Winning, Comedy, Drama, Fantasy, Mystery",39
441,Shoujo Kakumei Utena: Adolescence Mokushiroku,7.64,"Avant Garde, Drama, Fantasy, Girls Love, Romance",1
442,Naruto Movie 1: Dai Katsugeki!! Yuki Hime Shinobu Houjou Dattebayo!,7.11,"Action, Adventure, Fantasy",1
443,Onegai☆Teacher: Himitsu na Futari,7.28,"Comedy, Romance, Sci-Fi, Ecchi",1
444,Maria-sama ga Miteru: Haru,7.63,"Drama, Girls Love",13
445,Tales of Eternia The Animation,6.19,"Adventure, Comedy, Fantasy, Romance",13
446,Weiß Kreuz Glühen,6.53,"Action, Drama",13
447,Weiß Kreuz,6.69,"Action, Drama",25
448,Tenjou Tenge: The Ultimate Fight,7.03,"Adventure, Drama, Romance, Supernatural",2
449,InuYasha Movie 4: Guren no Houraijima,7.55,"Action, Adventure, Fantasy, Romance",1
450,InuYasha Movie 2: Kagami no Naka no Mugenjo,7.67,"Action, Adventure, Fantasy, Romance",1
451,InuYasha Movie 3: Tenka Hadou no Ken,7.8,"Action, Adventure, Fantasy, Romance",1
452,InuYasha Movie 1: Toki wo Koeru Omoi,7.56,"Action, Adventure, Fantasy, Romance",1
454,.hack//Gift,6.1,"Comedy, Fantasy",1
455,Fantastic Children,7.53,"Adventure, Fantasy, Mystery, Romance, Sci-Fi, Suspense",26
456,Gokujou Seitokai,6.96,"Comedy, Slice of Life",26
457,Mushishi,8.66,"Adventure, Mystery, Slice of Life, Supernatural",26
458,Buttobi!! CPU,6.24,"Comedy, Sci-Fi, Ecchi",3
459,One Piece Movie 01,7.09,"Action, Adventure, Fantasy",1
460,One Piece Movie 02: Nejimaki-jima no Daibouken,7.1,"Action, Adventure, Fantasy",1
461,One Piece Movie 03: Chinjuu-jima no Chopper Oukoku,6.87,"Action, Adventure, Fantasy",1
462,One Piece Movie 04: Dead End no Bouken,7.53,"Action, Adventure, Fantasy",1
463,One Piece Movie 05: Norowareta Seiken,7.13,"Action, Adventure, Fantasy",1
464,One Piece Movie 06: Omatsuri Danshaku to Himitsu no Shima,7.74,"Action, Adventure, Drama, Fantasy",1
465,One Piece Movie 07: Karakuri-jou no Mecha Kyohei,7.2,"Action, Adventure, Fantasy",1
466,One Piece: Taose! Kaizoku Ganzack,6.7,"Action, Adventure, Fantasy",1
467,Koukaku Kidoutai: Stand Alone Complex,8.42,"Action, Award Winning, Sci-Fi",26
468,Innocence,7.79,"Award Winning, Sci-Fi",1
469,Karin,7.11,"Comedy, Romance, Supernatural",24
470,Okusama wa Joshikousei (TV),6.3,"Comedy, Drama, Romance",13
471,To Heart 2,6.51,"Comedy, Drama, Romance",13
472,To Heart,6.6,"Drama, Romance",13
473,Tide-Line Blue,6.6,"Action, Adventure, Drama",12
474,Macross Plus,7.71,"Drama, Romance, Sci-Fi",4
475,Hotori: Tada Saiwai wo Koinegau,6.86,"Drama, Sci-Fi",1
476,Ginban Kaleidoscope,7.31,"Drama, Romance, Sports, Supernatural",12
477,Aria the Animation,7.67,"Fantasy, Sci-Fi, Slice of Life",13
478,Sousei no Aquarion,7.09,"Action, Fantasy, Romance, Sci-Fi",26
479,Ueki no Housoku,7.72,"Action, Adventure, Supernatural",51
481,Yu☆Gi☆Oh! Duel Monsters,7.48,"Action, Adventure, Fantasy",224
482,Yu☆Gi☆Oh! Duel Monsters GX,7.19,"Action, Comedy, Fantasy",180
483,Kurau Phantom Memory,7.29,"Action, Drama, Sci-Fi",24
484,Gensoumaden Saiyuuki Movie: Requiem - Erabarezaru Mono e no Chinkonka,7.31,"Adventure, Supernatural",1
485,Damekko Doubutsu,7.23,"Comedy, Slice of Life",26
486,Kino no Tabi: The Beautiful World,8.29,"Action, Adventure, Slice of Life",13
487,Girls Bravo: Second Season,6.61,"Comedy, Fantasy, Romance, Ecchi",13
488,Ichigo Mashimaro,7.63,"Comedy, Slice of Life",12
489,Kamichu!,7.36,"Award Winning, Comedy, Drama, Slice of Life, Supernatural",12
490,Paniponi Dash!,7.43,Comedy,26
492,Armitage III: Dual-Matrix,6.81,"Action, Adventure, Sci-Fi",1
493,Armitage III: Poly-Matrix,7.05,"Action, Adventure, Romance, Sci-Fi",1
495,Bakuretsu Hunters,6.66,"Adventure, Comedy, Fantasy, Supernatural, Ecchi",26
496,Kamui no Ken,6.61,"Adventure, Drama, Fantasy",1
497,Yami to Boushi to Hon no Tabibito,6.52,"Adventure, Fantasy, Girls Love, Mystery, Ecchi",13
498,Haja Taisei Dangaiou,6.08,"Action, Adventure, Sci-Fi",3
499,Makai Toshi Shinjuku,6.15,"Adventure, Horror, Romance, Supernatural",1
501,Doraemon,7.37,"Adventure, Comedy, Fantasy",26
502,Dragon Ball Movie 1: Shen Long no Densetsu,6.77,"Action, Adventure, Comedy, Fantasy",1
503,Eien no Aselia,5.33,"Adventure, Drama, Fantasy",2
504,Fatal Fury: The Motion Picture,6.56,"Action, Adventure, Drama, Romance",1
505,Fushigiboshi no☆Futagohime,7.36,"Comedy, Fantasy",51
506,Glass no Kamen,7.35,"Drama, Romance",23
507,Gravitation: Lyrics of Love,6.9,"Boys Love, Comedy",2
508,Tottoko Hamtarou,6.99,"Adventure, Comedy",296
509,I My Me! Strawberry Eggs,6.76,"Comedy, Drama, Romance",13
510,Kakyuusei 2: Hitomi no Naka no Shoujo-tachi,5.77,"Comedy, Drama, Romance",13
511,Kidou Shinsengumi Moeyo Ken TV,6.12,"Adventure, Comedy, Fantasy",13
512,Majo no Takkyuubin,8.22,"Adventure, Award Winning, Comedy, Drama, Fantasy",1
513,Tenkuu no Shiro Laputa,8.26,"Adventure, Award Winning, Fantasy, Romance, Sci-Fi",1
514,Cossette no Shouzou,6.79,"Drama, Horror, Romance, Supernatural",3
515,Hajimari no Boukensha-tachi: Legend of Crystania,6.01,"Action, Adventure, Fantasy, Supernatural",1
516,Keroro Gunsou,7.69,"Comedy, Sci-Fi",358
517,School Rumble: Ichi Gakki Hoshuu,7.71,"Comedy, Romance",2
518,Mahou no Princess Minky Momo,7.13,UNKNOWN,63
519,Mahoraba: Heartful days,7.29,"Comedy, Drama, Romance",26
520,Marmalade Boy Movie,7.3,Romance,1
521,Mermaid Melody Pichi Pichi Pitch,7.15,"Adventure, Comedy, Romance",52
522,Metropolis,7.52,"Adventure, Drama, Romance, Sci-Fi",1
523,Tonari no Totoro,8.25,"Adventure, Award Winning, Supernatural",1
524,Onegai☆Twins: Natsu wa Owaranai,7,"Comedy, Drama, Romance",1
525,Otogizoushi,6.92,"Adventure, Drama, Fantasy",26
526,Boku no Chikyuu wo Mamotte,7.09,"Drama, Sci-Fi",6
527,Pokemon,7.37,"Action, Adventure, Comedy, Fantasy",276
528,Pokemon Movie 01: Mewtwo no Gyakushuu,7.64,"Action, Adventure, Award Winning, Comedy, Drama, Fantasy",1
529,Saishuu Heiki Kanojo,7.14,"Drama, Romance, Sci-Fi",13
530,Bishoujo Senshi Sailor Moon,7.73,"Fantasy, Romance",46
531,Bishoujo Senshi Sailor Moon R: The Movie,7.71,"Drama, Romance",1
532,Bishoujo Senshi Sailor Moon S,7.89,"Fantasy, Romance",38
533,Sensei no Ojikan: Dokidoki School Hours,6.64,Comedy,13
534,Slayers,7.73,"Adventure, Comedy, Fantasy",26
535,Slayers Next,8.02,"Adventure, Comedy, Fantasy",26
536,Slayers: The Motion Picture,7.27,"Adventure, Comedy, Fantasy",1
537,Tekken,5.27,"Action, Adventure, Sci-Fi",2
538,Shin Tenchi Muyou!,6.87,"Comedy, Romance, Sci-Fi",26
539,Tenchi Muyou! Ryououki,7.61,"Action, Comedy, Sci-Fi",6
540,Tenchi Muyou! Ryououki 2nd Season,7.63,"Action, Comedy, Sci-Fi",6
541,Tenchi Muyou! Ryououki 3rd Season,7.27,"Action, Comedy, Sci-Fi",6
543,Vampire Hunter D (2000),7.91,"Action, Drama, Fantasy, Horror, Romance, Sci-Fi",1
544,Venus Senki,6.77,"Action, Adventure, Sci-Fi",1
545,Mousou Kagaku Series: Wandaba Style,6.14,"Comedy, Sci-Fi",12
546,Wind: A Breath of Heart (TV),5.91,"Drama, Romance, Supernatural",13
547,Wind: A Breath of Heart OVA,6.11,"Drama, Romance, Supernatural",3
548,Wonderful Days,6.98,"Action, Drama, Romance, Sci-Fi",1
550,Yu☆Gi☆Oh!,7.22,"Action, Comedy, Fantasy",27
551,Grappler Baki: Saidai Tournament-hen,7.49,Sports,24
552,Digimon Adventure,7.77,"Action, Adventure, Comedy, Fantasy",54
553,Yami no Matsuei,7.03,"Boys Love, Comedy, Drama, Fantasy, Horror",13
554,Koutetsu Tenshi Kurumi,6.75,"Action, Adventure, Comedy, Drama, Romance",24
555,Koutetsu Tenshi Kurumi 2,6.27,"Comedy, Girls Love, Sci-Fi",12
556,Koutetsu Tenshi Kurumi Zero,6.05,"Drama, Romance, Sci-Fi",3
557,Koutetsu Tenshi Kurumi Encore,6.65,"Comedy, Romance, Sci-Fi",4
558,Major S2,8.19,Sports,26
559,RahXephon: Kansoukyoku/Kanojo to Kanojo Jishin to - Thatness and Thereness,6.27,"Drama, Sci-Fi",1
560,Soukyuu no Fafner: Dead Aggressor - Right of Left,7.37,"Action, Drama, Sci-Fi",1
561,Sakura Taisen,6.86,"Action, Adventure, Sci-Fi",25
562,Sakura Taisen: Le Nouveau Paris,6.36,"Adventure, Sci-Fi",3
563,DNA²,6.65,"Comedy, Romance, Sci-Fi",12
564,Puni Puni☆Poemii,6.52,"Comedy, Sci-Fi",2
565,Steamboy,7.32,"Action, Adventure, Drama, Sci-Fi",1
566,Tetsuwan Birdy,7.08,"Action, Comedy, Sci-Fi",4
567,The Big O,7.53,"Action, Mystery, Sci-Fi",26
568,Bubblegum Crisis Tokyo 2040,7.09,"Adventure, Sci-Fi",26
569,Musekinin Kanchou Tylor,7.86,"Comedy, Sci-Fi",26
570,Jin-Rou,7.78,"Award Winning, Drama, Romance",1
571,Moldiver,6.32,"Action, Romance, Sci-Fi",6
572,Kaze no Tani no Nausicaä,8.36,"Adventure, Award Winning, Fantasy",1
573,Saber Marionette J,7.37,"Action, Adventure, Comedy, Drama, Romance, Sci-Fi",25
574,Rean no Tsubasa,5.61,"Award Winning, Fantasy, Sci-Fi",6
576,Magikano,6.31,"Comedy, Fantasy, Romance",13
577,Kagi Hime Monogatari: Eikyuu Alice Rondo,6.12,Fantasy,13
578,Hotaru no Haka,8.51,Drama,1
579,Battle Programmer Shirase,6.9,"Comedy, Sci-Fi, Ecchi",15
580,Kogepan,6.77,"Comedy, Gourmet",10
581,Honoo no Labyrinth,6.2,"Adventure, Comedy, Ecchi",2
582,Sexy Commando Gaiden: Sugoi yo!! Masaru-san,7.63,"Action, Comedy",48
584,Noein: Mou Hitori no Kimi e,7.57,"Adventure, Drama, Sci-Fi",24
585,Mimi wo Sumaseba,8.22,"Drama, Romance",1
586,Ayakashi: Japanese Classic Horror,7.39,"Fantasy, Horror, Mystery",11
587,Hanbun no Tsuki ga Noboru Sora,7.47,"Comedy, Drama, Romance",6
588,Itsudatte My Santa!,5.89,"Comedy, Fantasy, Romance, Ecchi",2
589,Ginga Nagareboshi Gin,8.02,"Action, Adventure, Drama",21
590,Kage kara Mamoru!,6.58,"Comedy, Romance",12
591,Amaenaide yo!!,6.45,"Comedy, Romance, Supernatural, Ecchi",12
592,PopoloCrois,6.83,"Adventure, Fantasy",26
593,Mugen no Ryvius,7.43,"Award Winning, Drama, Sci-Fi",26
594,Naruto: Takigakure no Shitou - Ore ga Eiyuu Dattebayo!,6.76,"Action, Adventure, Fantasy",1
595,X OVA,6.78,"Drama, Fantasy, Mystery, Romance, Supernatural",1
596,Chobits: Chibits,6.97,"Comedy, Romance",1
597,Neko no Ongaeshi,7.72,"Adventure, Award Winning, Drama, Fantasy",1
598,Jinzou Ningen Kikaider The Animation,6.96,"Action, Drama, Sci-Fi",13
599,Yuugen Kaisha,6.48,"Action, Adventure, Comedy, Supernatural",4
600,Legend of Duo,4.86,"Boys Love, Drama, Supernatural",12
601,Nekojiru-sou,7.32,"Avant Garde, Award Winning, Comedy",1
602,KO Seiki Beast Sanjuushi,6.54,"Action, Adventure, Comedy, Fantasy, Supernatural",7
603,Futari wa Precure,7.08,"Action, Comedy, Fantasy",49
604,Mahou no Stage Fancy Lala,7.18,"Comedy, Drama, Romance",26
605,Tenshi ni Narumon!,6.95,"Comedy, Fantasy, Romance",26
606,Kazemakase Tsukikage Ran,7.16,"Adventure, Comedy",13
607,Otogi Juushi Akazukin,7.03,"Adventure, Comedy, Fantasy",39
608,Sakura Taisen: Katsudou Shashin,6.42,"Adventure, Sci-Fi",1
609,Saishuu Heiki Kanojo: Another Love Song,7.06,"Drama, Romance, Sci-Fi",2
610,Popotan,6.26,"Comedy, Drama, Supernatural, Ecchi",12
611,Platonic Chain,5.64,"Sci-Fi, Slice of Life",24
612,PetoPeto-san,6.53,"Comedy, Romance",13
613,Onmyou Taisenki,7.11,"Adventure, Fantasy, Supernatural",52
614,Okusama wa Mahou Shoujo,6.4,"Fantasy, Romance",13
615,Nurse Witch Komugi-chan Magikarte,6.64,Comedy,5
616,Nurse Angel Ririka SOS,7.29,"Drama, Fantasy",35
617,Juubee Ninpuuchou,7.61,"Adventure, Fantasy, Horror, Romance, Supernatural",1
618,Juubee Ninpuuchou: Ryuuhougyoku-hen,6.67,"Adventure, Horror, Supernatural",13
619,Ninja Ryuukenden,5.63,"Action, Sci-Fi, Supernatural, Suspense",1
620,Takahashi Rumiko Gekijou Ningyo no Mori,7.02,"Drama, Fantasy, Horror, Mystery",13
621,Night Walker: Mayonaka no Tantei,6.92,"Action, Horror, Mystery",12
622,Natsu-iro no Sunadokei,6.45,"Drama, Romance, Sci-Fi",2
623,Shichinin no Nana,6.84,"Adventure, Comedy, Romance",25
624,Mouse,5.98,"Action, Comedy, Ecchi",12
625,Moekan The Animation,5.42,"Comedy, Romance",3
626,Mamotte Shugogetten!,6.63,"Comedy, Fantasy, Romance",22
627,Major S1,8.22,Sports,26
629,Mahoutsukai Tai!,7.06,"Comedy, Fantasy, Romance, Sci-Fi",6
630,Mahoutsukai Tai! (TV),6.73,"Comedy, Fantasy, Romance, Sci-Fi",13
631,Mahoromatic Summer Special,7.08,"Comedy, Romance, Sci-Fi, Ecchi",1
632,Mahoromatic End Year Special,6.89,"Comedy, Romance, Sci-Fi, Ecchi",1
633,Legend of Basara,7.27,"Adventure, Award Winning, Drama, Fantasy, Romance",13
634,Koi Kaze,7.04,"Drama, Romance",13
635,Juubee-chan: Lovely Gantai no Himitsu,6.69,"Action, Adventure, Comedy, Drama",13
636,Juubee-chan 2: Siberia Yagyuu no Gyakushuu,6.86,"Action, Adventure, Comedy, Drama",13
637,Iketeru Futari,6.55,"Comedy, Romance, Ecchi",16
641,Ichigo 100% Special 2,6.82,"Comedy, Romance, Ecchi",1
642,Ichigo 100%: Koi ga Hajimaru?! Satsuei Gasshuku - Yureru Kokoro ga Higashi e Nishi e,6.83,"Romance, Ecchi",1
644,Hachimitsu to Clover Specials,7.65,"Comedy, Drama, Romance",2
645,Hikaru no Go: Hokuto Hai e no Michi,7.94,UNKNOWN,1
646,Haunted Junction,6.7,"Comedy, Supernatural",12
647,Harukanaru Toki no Naka de: Ajisai Yumegatari,6.15,"Adventure, Drama, Fantasy, Romance, Supernatural",2
648,Tsuki wa Higashi ni Hi wa Nishi ni: Operation Sanctuary,6.13,"Comedy, Drama, Romance, Sci-Fi",13
649,Hanaukyou Maid-tai: La Verite,6.76,"Comedy, Romance, Ecchi",12
650,Gunsmith Cats,7.35,"Action, Comedy",3
651,Green Green Thirteen: Erolutions,6.09,"Comedy, Romance, Hentai",1
652,Galaxy Angel Z,7.19,"Comedy, Sci-Fi",9
653,Galaxy Angel 3,7.3,"Comedy, Sci-Fi",26
654,Galaxy Angel 3 Specials,7.09,"Comedy, Sci-Fi",2
655,Galaxy Angel 4,7.22,"Comedy, Sci-Fi",13
656,Air in Summer,7.29,"Comedy, Drama, Romance, Supernatural",2
658,Touhai Densetsu Akagi: Yami ni Maiorita Tensai,7.92,Suspense,26
659,Azumanga Daiou: Gekijou Tanpen,7.03,Comedy,1
660,Denshin Mamotte Shugogetten,6.42,"Comedy, Fantasy, Romance",8
661,Elf-ban Kakyuusei: Anata dake wo Mitsumete...,6.09,"Drama, Romance",4
664,Fullmetal Alchemist: Reflections,7.25,"Adventure, Comedy, Drama, Fantasy",1
665,JoJo no Kimyou na Bouken: Adventure,7.21,"Adventure, Drama, Fantasy, Horror, Supernatural",7
666,JoJo no Kimyou na Bouken,7.44,"Adventure, Drama, Fantasy, Horror, Supernatural",6
667,Kashimashi: Girl Meets Girl,6.63,"Comedy, Drama, Girls Love, Romance",12
668,Koi Koi 7,5.76,"Comedy, Romance",13
669,Kujibiki Unbalance,6.08,"Comedy, Romance",3
670,Lamune,6.8,"Drama, Romance",12
671,Lemon Angel Project,6.53,Drama,13
673,Mai-HiME Specials,6.88,Comedy,27
675,One: Kagayaku Kisetsu e,5.02,"Drama, Supernatural",4
676,Refrain Blue,5.67,"Drama, Romance",3
677,Sentimental Journey,6.82,"Drama, Romance",12
678,Shadow Skill: Eigi,7.07,"Adventure, Drama, Fantasy",26
679,Shadow Skill (1996),6.54,"Adventure, Drama, Fantasy",3
681,Tenbatsu Angel Rabbie☆,5.02,"Comedy, Sci-Fi",1
682,Otogi Story Tenshi no Shippo,6.53,"Comedy, Fantasy, Romance",12
683,Otogi Story Tenshi no Shippo Specials,6.33,"Comedy, Fantasy, Romance",2
684,Tenshi no Shippo Chu!,6.54,"Fantasy, Romance",11
685,To Heart: Remember My Memories,6.42,"Drama, Romance, Sci-Fi, Slice of Life",13
686,To Heart: Remember My Memories Specials,6.04,"Comedy, Sci-Fi",7
687,Tokyo Mew Mew,7.08,"Fantasy, Romance, Sci-Fi",52
688,Uta∽Kata,6.73,Drama,12
689,Uta∽Kata: Shotou no Futanatsu,6.87,Drama,1
690,Kyuuketsuhime Miyu (TV),7.16,"Action, Drama, Horror",26
691,Yawara!,7.5,"Comedy, Drama, Romance, Sports",124
692,Dousou Kai,5.58,"Romance, Hentai",4
693,Burn Up Scramble,6.15,"Action, Comedy, Drama, Mystery, Sci-Fi, Ecchi",12
694,Canvas 2: Nijiiro no Sketch,6.73,"Comedy, Drama, Romance",24
695,Canvas: Sepia-iro no Motif,5.66,"Comedy, Romance, Slice of Life",2
696,Tenchi Muyou!,7.42,"Comedy, Romance, Sci-Fi",26
704,Kanon Kazahana,6.69,"Drama, Romance, Supernatural",1
705,Chou Henshin Cosprayers vs. Ankoku Uchuu Shougun the Movie,4.64,"Adventure, Comedy, Sci-Fi",1
706,Comic Party Revolution,6.49,"Comedy, Drama",13
707,Comic Party Specials,6.35,"Comedy, Drama",4
708,Patapata Hikousen no Bouken,7.53,"Adventure, Sci-Fi",26
709,Mujin Wakusei Survive,7.74,"Action, Adventure, Fantasy, Sci-Fi, Slice of Life",52
710,Rec,7.28,"Comedy, Drama, Romance",9
711,Uchuu Senkan Yamato (Movie),6.67,"Drama, Sci-Fi",1
712,Zoids Genesis,7.18,"Action, Adventure, Comedy",50
713,Air Movie,7.22,"Drama, Romance, Supernatural",1
714,High School! Kimengumi,7.31,"Comedy, Romance",86
715,Yume de Aetara,6.33,"Comedy, Drama, Romance, Ecchi",3
718,Yume de Aetara (TV),6.34,"Comedy, Drama, Romance, Slice of Life",16
719,Ai no Kusabi,7.06,"Boys Love, Drama, Sci-Fi, Erotica",2
721,Princess Tutu,8.13,"Comedy, Drama, Fantasy, Mystery, Romance",38
722,Baby☆Love,6.14,"Comedy, Romance",1
723,Candy Candy (Movie),6.73,"Drama, Slice of Life",1
724,Enzai,5.16,"Boys Love, Drama, Horror, Hentai",2
725,First Kiss Monogatari,4.89,"Drama, Romance",1
727,Kingyo Chuuihou!,7.42,Comedy,54
729,Hiatari Ryoukou!,7.01,"Comedy, Romance, Sports",48
730,Houkago no Shokuinshitsu,5.04,"Boys Love, Drama",2
731,Interstella5555: The 5tory of The 5ecret 5tar 5ystem,8.13,"Adventure, Drama, Sci-Fi",1
732,Vampire Hunter D,7.01,"Action, Horror, Sci-Fi, Supernatural",1
733,Kizuna,6.2,"Boys Love, Drama, Erotica",2
734,Kizuna: Koi no kara Sawagi,6.6,"Boys Love, Drama, Romance, Erotica",1
736,Keiraku no Houteishiki Level-C,5.83,"Boys Love, Drama, Hentai",1
738,MÄR,7.25,"Action, Adventure, Comedy, Fantasy",102
740,Bishoujo Senshi Sailor Moon R,7.72,"Fantasy, Romance",43
741,Sensitive Pornograph,6.66,"Boys Love, Comedy, Drama, Hentai",1
743,Umi ga Kikoeru,6.54,"Drama, Romance",1
744,Trouble Chocolate,6.5,"Comedy, Romance, Sci-Fi",20
746,Papa to Kiss in the Dark,5.88,"Boys Love, Comedy, Drama, Romance, Erotica",2
747,Haru wo Daite Ita,6.67,"Boys Love, Drama, Erotica",2
748,True Love Story,5.96,Romance,3
749,Nanami-chan,5.89,Comedy,12
750,Binchou-tan,6.94,Comedy,12
751,Bomberman Jetters,6.9,"Action, Adventure, Comedy, Sci-Fi",52
752,Osakana wa Ami no Naka,4.84,"Boys Love, Drama",1
753,Chijoku Shinsatsushitsu,6.16,Hentai,2
754,Yuki no Joou (TV),6.92,"Adventure, Drama, Fantasy",36
755,Boku no Sexual Harassment,5.59,"Boys Love, Hentai",3
756,School Days ONA,5.82,"Drama, Romance",1
757,Kaze wo Mita Shounen,6.66,"Adventure, Drama, Fantasy",1
758,RahXephon: Tagen Hensoukyoku,7,"Action, Drama, Romance, Sci-Fi",1
759,Tokyo Godfathers,8.27,"Award Winning, Comedy, Drama",1
760,Tenjou Tenge: The Past Chapter,7.05,"Action, Adventure, Drama, Romance, Supernatural",1
761,Naruto: Akaki Yotsuba no Clover wo Sagase,6.56,"Adventure, Comedy",1
762,Bleach: Memories in the Rain,7.17,"Action, Adventure, Drama, Fantasy",1
763,Zoids,7.36,"Action, Adventure, Comedy, Sci-Fi",67
764,Zoids Shinseiki/Zero,7.31,"Adventure, Comedy, Sci-Fi, Sports",26
765,Chou Henshin Cosprayers Specials,4.89,"Adventure, Comedy, Sci-Fi",3
766,Kishin Houkou Demonbane,5.99,"Comedy, Drama, Sci-Fi",1
767,Burn Up!,6.08,"Action, Comedy, Sci-Fi, Ecchi",1
769,Burn Up! W,6.39,"Action, Comedy, Sci-Fi, Ecchi",4
770,Pale Cocoon,7.29,"Drama, Sci-Fi",1
771,Ginyuu Mokushiroku Meine Liebe Wieder,6.63,"Drama, Fantasy",13
773,Tenamonya Voyagers,6.19,"Adventure, Comedy, Sci-Fi, Ecchi",4
776,Nanaka 6/17,6.6,"Comedy, Drama, Romance, Slice of Life",12
777,Hellsing Ultimate,8.35,"Action, Horror, Supernatural",10
779,Detective Conan Movie 01: The Timed Skyscraper,7.85,"Adventure, Comedy, Mystery",1
780,Detective Conan Movie 02: The Fourteenth Target,7.88,"Adventure, Comedy, Mystery",1
781,Detective Conan Movie 03: The Last Wizard of the Century,8.03,"Adventure, Comedy, Mystery",1
782,Gasaraki,6.64,"Drama, Supernatural",25
783,Miami Guns,6.55,"Comedy, Ecchi",13
785,Otaku no Video,7.12,"Comedy, Drama, Sci-Fi",2
786,Pugyuru,5.73,"Comedy, Fantasy",13
788,Eiken: Eikenbu yori Ai wo Komete,4.31,"Comedy, Ecchi",2
789,Shinigami no Ballad.,6.89,"Drama, Fantasy, Supernatural",6
790,Ergo Proxy,7.9,"Mystery, Sci-Fi",23
791,Arion,6.13,"Action, Adventure, Drama, Fantasy",1
792,Ranma ½: Kessen Tougenkyou! Hanayome wo Torimodose!,7.41,"Adventure, Comedy",1
793,xxxHOLiC Movie: Manatsu no Yoru no Yume,7.93,"Comedy, Drama, Mystery, Supernatural",1
795,Oniisama e...,7.83,"Drama, Girls Love",39
796,Mahoujin Guru Guru Movie,6.74,"Adventure, Comedy, Fantasy",1
797,Hanaukyou Maid-tai OVA,6.65,"Comedy, Romance, Ecchi",3
798,Yomigaeru Sora: Rescue Wings,7.36,Drama,12
799,Kokoro Toshokan,6.51,"Comedy, Drama, Slice of Life",13
800,NieA Under 7,6.87,"Comedy, Sci-Fi, Slice of Life",13
801,Koukaku Kidoutai: Stand Alone Complex 2nd GIG,8.52,"Action, Mystery, Sci-Fi",26
807,Tsubasa Chronicle: Tori Kago no Kuni no Himegimi,7.3,"Action, Adventure, Drama, Fantasy",1
808,Bakuretsu Hunters OVA,6.45,"Action, Adventure, Comedy, Fantasy, Romance, Ecchi",3
